cycle_times,total_bitmap_size,total_execution_time,execution_entry_count,total_score,no_new_coverage_cycle_times,exploration_mode,last_fuzz_finds_count,last_fuzz_crash_count,last_fuzz_timeout_count,bitmap_size,program_run_time
73,28158667,127.8135449886322,98046,346506.25,0,False,662,0,0,7471,4444.193411588669
73,28405537,128.88442301750183,98882,346706.25,0,False,663,0,0,7473,4501.516698360443
73,28481291,129.2004702091217,99129,349906.25,0,False,664,0,0,7474,4521.706487894058
73,28515636,129.344233751297,99239,349906.25,0,False,665,0,0,7475,4535.057342529297
73,28585816,129.64288306236267,99472,349481.25,0,False,666,0,0,7476,4550.801795005798
73,28604141,129.71167516708374,99525,353731.25,0,False,667,0,0,7481,4557.124186038971
73,28632836,129.82890677452087,99611,358531.25,0,False,668,0,0,7482,4570.55637216568
73,28649382,129.8958034515381,99669,357931.25,0,False,669,0,0,7483,4571.100889921188
74,28991239,131.41904735565186,100823,359131.25,0,False,670,0,0,7485,4683.726201057434
74,29123316,131.99814987182617,101262,357556.25,0,False,671,0,0,7487,4750.371461868286
74,29176306,132.21287441253662,101429,358456.25,0,False,672,0,0,7488,4772.872397661209
74,29238276,132.4648003578186,101627,362456.25,0,False,673,0,0,7489,4784.075434923172
74,29245551,132.48843121528625,101647,362456.25,0,False,674,0,0,7490,4784.215034723282
74,29406663,133.2073690891266,102200,369256.25,0,False,675,0,0,7494,4815.382426261902
74,29590427,133.98903250694275,102813,371856.25,0,False,676,0,0,7504,4860.81742811203
74,29653219,134.25317883491516,103018,366231.25,0,False,677,0,0,7505,4878.841241598129
74,29670001,134.31592082977295,103071,365331.25,0,False,678,0,0,7508,4879.207606554031
74,29755234,134.67969012260437,103353,366931.25,0,False,679,0,0,7509,4897.882215499878
74,30213042,136.7001452445984,104910,365631.25,0,False,680,0,0,7510,5048.218545675278
74,30435187,137.69928693771362,105677,360131.25,0,False,681,0,0,7511,5097.593377590179
74,30493675,137.94435930252075,105862,360531.25,0,False,682,0,0,7514,5116.663009643555
74,30523947,138.06073927879333,105955,360731.25,0,False,683,0,0,7516,5123.763424158096
74,30806627,139.28704047203064,106890,364531.25,0,False,684,0,0,7570,5220.971830368042
74,30869125,139.5602147579193,107097,368431.25,0,False,685,0,0,7571,5240.857086896896
75,31234800,141.12347531318665,108283,368931.25,0,False,686,0,0,7572,5367.7165768146515
75,31358413,141.65127563476562,108686,366731.25,0,False,687,0,0,7579,5401.068522453308
75,32061137,144.7954044342041,111113,366031.25,0,False,688,0,0,7580,5554.921391963959
75,32161121,145.21586561203003,111445,366631.25,0,False,689,0,0,7581,5584.792281866074
75,32525053,146.8017590045929,112646,369481.25,0,False,690,0,0,7582,5703.515852689743
75,32671104,147.41443014144897,113118,369481.25,0,False,691,0,0,7583,5741.665856599808
75,32774525,147.85847973823547,113469,366581.25,0,False,692,0,0,7584,5762.088473320007
76,33031957,148.99455094337463,114348,368581.25,0,False,693,0,0,7585,5823.669912815094
76,33071493,149.15447330474854,114471,368331.25,0,False,694,0,0,7595,5846.2262144088745
76,33349418,150.38918352127075,115424,364431.25,0,False,695,0,0,7596,5919.315872907639
76,33466438,150.8836977481842,115811,364731.25,0,False,696,0,0,7600,5949.4970824718475
76,33514599,151.09017419815063,115974,367131.25,0,False,697,0,0,7604,5955.592097043991
76,33585012,151.39923858642578,116212,367781.25,0,False,698,0,0,7605,5979.752436876297
76,33596479,151.45556545257568,116252,370181.25,0,False,699,0,0,7606,5990.364312171936
76,33729792,152.02047419548035,116684,369381.25,0,False,700,0,0,7607,6046.771706819534
76,33813788,152.41205596923828,116986,371381.25,0,False,701,0,0,7608,6062.7379422187805
76,34108014,153.73005890846252,117992,374381.25,0,False,702,0,0,7610,6142.792056560516
76,34508333,155.39411163330078,119298,373181.25,0,False,703,0,0,7612,6259.256888628006
76,34525172,155.44881129264832,119340,373581.25,0,False,704,0,0,7624,6264.5626702308655
77,34793908,156.58052682876587,120203,375981.25,0,False,705,0,0,7625,6361.876841068268
77,34941180,157.1969029903412,120685,377981.25,0,False,706,0,0,7627,6399.282468080521
77,34957423,157.26991176605225,120743,378381.25,0,False,707,0,0,7628,6403.089546203613
77,34972096,157.32925009727478,120792,378181.25,0,False,708,0,0,7629,6403.421833992004
77,35168323,158.18501043319702,121457,376181.25,0,False,709,0,0,7630,6457.656151771545
77,35330196,158.8973376750946,121997,375931.25,0,False,710,0,0,7636,6519.949210643768
77,35335594,158.90575528144836,122005,375931.25,0,False,711,0,0,7638,6520.003669023514
77,35858809,161.16106748580933,123755,380531.25,0,False,712,0,0,7639,6671.734383583069
77,35981679,161.7103590965271,124176,380231.25,0,False,713,0,0,7640,6719.052136421204
77,35999473,161.80680179595947,124250,380831.25,0,False,714,0,0,7645,6724.189143180847
77,36047227,161.9688925743103,124380,383231.25,0,False,715,0,0,7649,6734.537955284119
77,36175722,162.50721335411072,124790,388831.25,0,False,716,0,0,7650,6778.474297046661
77,36456715,163.68159651756287,125705,386681.25,0,False,717,0,0,7652,6866.256888866425
77,36511802,163.9166579246521,125886,385281.25,0,False,718,0,0,7653,6884.913331747055
78,36837018,165.28003096580505,126942,385081.25,0,False,719,0,0,7655,6976.630604028702
78,37036653,166.1667971611023,127622,381181.25,0,False,720,0,0,7663,7018.745852231979
78,37086682,166.3724868297577,127786,381031.25,0,False,721,0,0,7664,7029.849590778351
78,37144864,166.63027596473694,127985,385031.25,0,False,722,0,0,7665,7047.854032754898
78,37221704,166.96574664115906,128249,387631.25,0,False,723,0,0,7676,7070.567001581192
